minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.7857,0.5724,0.0,0.9462,0.6536,0.2496,0.0474,0.212,0.4744,216.0
0.419,0.5164,0.2079,0.8902,0.064,0.6587,0.3174,0.3012,0.6428,151.0
0.8223,0.7061,0.3824,0.8567,0.5995,0.3626,0.8688,0.7838,0.7848,874.0
0.8965,0.9045,0.184,0.9876,0.8797,0.6807,0.9325,0.9643,0.986,310.0
0.8742,0.8424,0.9417,0.1229,0.6523,0.6587,0.7023,0.787,0.659,6308.0
0.9386,0.3356,0.4766,0.7956,0.3623,0.957,0.6297,0.8539,0.9608,1051.0
0.7854,0.7479,0.2076,0.8087,0.7103,0.4358,0.6068,0.6272,0.7924,1638.0
0.2416,0.4381,0.3203,0.7424,0.5562,0.2939,0.1242,0.2604,0.3598,1076.0
0.5132,0.8504,0.5511,0.6781,0.702,0.4537,0.2767,0.567,0.447,1540.0
0.958,0.6167,0.1582,0.8542,0.6259,0.8771,0.9503,0.9249,0.9656,393.0
0.9293,0.8497,0.1226,0.8087,0.8106,0.5033,0.6157,0.6794,0.9067,643.0
0.7991,0.6129,0.1563,0.9153,0.8408,0.1624,0.9564,0.7663,0.8179,102.0
0.6224,0.7358,0.6775,0.5934,0.7287,0.2038,0.0961,0.3766,0.469,2248.0
0.5594,0.7017,0.6323,0.7466,0.5097,0.2939,0.9163,0.7994,0.6211,594.0
0.7065,0.8551,0.3623,0.7122,0.6074,0.2496,0.1573,0.2811,0.6039,2379.0
0.787,0.6145,0.1885,0.9589,0.3473,0.6297,0.241,0.4123,0.8437,181.0
0.823,0.9268,0.5396,0.61,0.7619,0.6154,0.432,0.7335,0.8602,957.0
0.8825,0.8348,0.5234,0.8497,0.673,0.9226,0.5699,0.9449,0.9825,1078.0
0.4779,0.7055,0.32,0.7864,0.5759,0.0974,0.1385,0.2178,0.3903,1226.0
0.4145,0.6434,0.262,0.9452,0.7221,0.6154,0.6227,0.8325,0.8704,780.0
0.3722,0.7281,0.2101,0.6453,0.5088,0.4734,0.1948,0.2585,0.4155,569.0
0.2076,0.5912,0.0965,0.872,0.6689,0.3626,0.8223,0.6597,0.5301,364.0
0.872,0.4072,0.312,0.7956,0.5396,0.5645,0.0684,0.3655,0.8001,466.0
0.8892,0.9093,0.9803,0.0605,0.6495,0.6154,0.3642,0.5702,0.5088,9446.0
0.2553,0.5508,0.4202,0.7147,0.1901,0.5985,0.5333,0.4543,0.5489,284.0
0.7765,0.9207,0.0904,0.943,0.8832,0.8946,0.7039,0.9401,0.9507,424.0
0.611,0.7042,0.4903,0.6377,0.4435,0.3814,0.3244,0.3636,0.4101,1213.0
0.8768,0.6641,0.4263,0.7504,0.7628,0.8274,0.5622,0.8883,0.8606,1672.0
0.617,0.7695,0.9401,0.2018,0.4607,0.5339,0.6928,0.6635,0.4043,2726.0
0.9395,0.4438,0.0987,0.8007,0.248,0.9519,0.7514,0.6743,0.951,374.0
0.73,0.5349,0.7841,0.6482,0.4604,0.3298,0.8774,0.7997,0.7256,2052.0
0.7033,0.8571,0.9526,0.3566,0.5237,0.3626,0.8921,0.7921,0.2945,1087.0
0.6485,0.5454,0.1172,0.921,0.6402,0.5801,0.8195,0.7864,0.6714,214.0
0.8539,0.453,0.7093,0.5202,0.7558,0.9252,0.8399,0.9758,0.8462,644.0
0.6482,0.6543,0.3833,0.8835,0.5189,0.3626,0.5161,0.5683,0.6845,935.0
0.6823,0.5084,0.1207,0.8618,0.439,0.8071,0.0729,0.3789,0.6769,228.0
0.7367,0.5384,0.2716,0.8418,0.8157,0.7587,0.2773,0.7364,0.8402,672.0
0.8491,0.6772,0.9436,0.5807,0.5205,0.766,0.7294,0.9459,0.8004,2008.0
0.4123,0.5403,0.6329,0.6622,0.7144,0.5985,0.4225,0.7654,0.5014,313.0
0.5712,0.8478,0.4865,0.7771,0.6788,0.3986,0.163,0.4862,0.6784,2370.0
0.829,0.7851,0.2311,0.8523,0.4712,0.9023,0.6663,0.8153,0.9624,902.0
0.9771,0.8208,0.3585,0.9879,0.843,0.9023,0.5839,0.9663,0.994,2590.0
0.6686,0.5944,0.5492,0.7192,0.5517,0.766,0.3674,0.7291,0.8236,1695.0
0.667,0.8211,0.6227,0.6705,0.6963,0.5495,0.688,0.8558,0.8599,2448.0
0.517,0.56,0.233,0.8026,0.7453,0.5033,0.454,0.6103,0.822,1224.0
0.8733,0.9357,0.1315,0.9698,0.8481,0.766,0.3279,0.7711,0.9577,1060.0
0.9128,0.455,0.5183,0.8711,0.6613,0.9341,0.8695,0.9892,0.9933,722.0
0.5498,0.6011,0.235,0.5833,0.8032,0.6425,0.7144,0.744,0.7526,995.0
0.3187,0.3642,0.2486,0.8739,0.5199,0.2038,0.1958,0.2636,0.4129,858.0
0.4963,0.787,0.4537,0.8691,0.6549,0.6297,0.3142,0.7138,0.7641,1324.0
0.7755,0.1757,0.1458,0.887,0.6457,0.4187,0.4801,0.5231,0.7211,320.0
0.3824,0.6278,0.1853,0.5642,0.3789,0.2206,0.7434,0.283,0.3451,488.0
0.8739,0.758,0.0,0.9497,0.616,0.9491,0.9628,0.928,0.9573,61.0
0.6606,0.8392,0.3079,0.2572,0.5829,0.042,0.1582,0.0579,0.1824,2178.0
0.9296,0.6361,0.4706,0.88,0.8497,0.9628,0.5024,0.9647,0.993,899.0
0.7997,0.8306,0.9592,0.1461,0.6842,0.234,0.5619,0.5291,0.3168,7797.0
0.9408,0.6778,0.1656,0.9669,0.1344,0.8991,0.8141,0.7447,0.9144,374.0
0.9102,0.4142,0.0895,0.8863,0.4314,0.9376,0.2789,0.547,0.9338,212.0
0.2926,0.4655,0.9137,0.4228,0.3165,0.5339,0.9344,0.8144,0.4123,415.0
0.8602,0.9058,0.5613,0.8921,0.6982,0.7972,0.5616,0.9376,0.9621,1952.0
0.4117,0.7389,0.3948,0.9086,0.5053,0.6705,0.3002,0.6336,0.8083,1188.0
0.8933,0.8163,0.5221,0.618,0.7816,0.8946,0.497,0.8838,0.928,1361.0
0.4912,0.8096,0.1869,0.8822,0.7927,0.5033,0.1261,0.4785,0.7275,574.0
0.2639,0.6654,0.377,0.8087,0.4992,0.7389,0.1283,0.5088,0.7077,284.0
0.2429,0.1458,0.8698,0.2499,0.0379,0.5193,0.829,0.4874,0.1309,130.0
0.9255,0.0793,0.4193,0.618,0.9803,0.6807,0.022,0.5989,0.6991,123.0
0.2795,0.0,0.3442,0.4117,0.0646,0.0462,0.7911,0.1331,0.0341,103.0
0.3473,0.2716,0.9643,0.3922,0.5788,0.2763,0.7214,0.7224,0.1318,883.0
0.4164,0.6581,0.9968,0.0805,0.412,0.6425,0.6762,0.6511,0.1722,1434.0
0.5103,0.765,0.1961,0.8848,0.6488,0.0083,0.7071,0.4486,0.2299,55.0
0.4702,0.4238,0.994,0.1815,0.4295,0.6154,0.8762,0.7982,0.2439,656.0
0.1531,0.3031,0.4944,0.4865,0.0691,0.1076,0.2754,0.071,0.0474,70.0
0.6046,0.7367,0.8676,0.6558,0.923,0.1404,0.4826,0.7832,0.3241,114.0
0.3728,0.0946,0.5259,0.5613,0.3795,0.0974,0.5202,0.2786,0.0627,137.0
0.2356,0.5307,0.7775,0.6845,0.4862,0.0261,0.4199,0.425,0.0971,100.0
0.3266,0.3709,0.809,0.5934,0.1617,0.1754,0.545,0.3684,0.0535,360.0
0.7695,0.4734,0.6068,0.8739,0.9163,0.3298,0.3957,0.815,0.3741,150.0
0.283,0.0662,0.5766,0.2257,0.0809,0.1175,0.6186,0.1188,0.0436,94.0
0.4823,0.0614,0.9567,0.4323,0.7049,0.8946,0.7829,0.9784,0.4569,130.0
0.1229,0.2343,0.85,0.1815,0.0236,0.3473,0.6466,0.2655,0.1089,71.0
0.2894,0.242,0.9465,0.3037,0.043,0.2206,0.8991,0.4352,0.0879,172.0
0.9841,0.0,0.6937,0.7335,0.9557,0.766,0.1812,0.8892,0.8239,260.0
0.993,0.1815,0.3591,0.5387,0.9949,0.8609,0.3512,0.8023,0.8679,104.0
0.3894,0.5514,0.9516,0.4117,0.8061,0.2038,0.6702,0.7711,0.178,232.0
0.2436,0.0961,0.9284,0.4015,0.0392,0.8153,0.9,0.7905,0.2337,264.0
0.2534,0.2607,0.8313,0.1964,0.1184,0.2496,0.8074,0.3308,0.0856,87.0
0.4706,0.5479,0.5928,0.3155,0.2165,0.313,0.7421,0.3203,0.3142,159.0
0.4865,0.4062,0.9542,0.3973,0.5126,0.1175,0.7482,0.6043,0.114,555.0
0.4887,0.1388,0.9876,0.5642,0.9083,0.5495,0.5291,0.9452,0.2229,324.0
0.0478,0.0,0.2907,0.9051,0.3445,0.8555,0.2932,0.5836,0.7654,561.0
0.5492,0.2808,0.7615,0.1964,0.305,0.7284,0.7561,0.6154,0.5712,1497.0
0.0805,0.6711,0.6714,0.2652,0.5629,0.6705,0.7673,0.7243,0.517,724.0
0.3591,0.4928,0.6848,0.3518,0.475,0.788,0.7256,0.7619,0.7482,1744.0
0.3645,0.3378,0.8746,0.6753,0.5954,0.8071,0.9717,0.9936,0.6995,713.0
0.0707,0.2474,0.5431,0.1691,0.3107,0.3986,0.2057,0.1216,0.0586,518.0
0.2537,0.0895,0.6355,0.4056,0.0541,0.7972,0.843,0.6094,0.3722,1123.0
0.0474,0.0968,0.3789,0.7504,0.4056,0.5033,0.277,0.3849,0.432,856.0
0.5317,0.6523,0.8682,0.113,0.3483,0.4358,0.6819,0.4502,0.3499,5172.0
0.0532,0.2375,0.1525,0.5909,0.5231,0.3814,0.3967,0.2642,0.2092,427.0
0.233,0.1627,0.4702,0.3155,0.3158,0.4358,0.5575,0.2843,0.2989,607.0
0.4979,0.4301,0.7752,0.1815,0.3012,0.8195,0.5712,0.5587,0.6832,2649.0
0.2066,0.2362,0.8895,0.2763,0.1955,0.3473,0.1391,0.1897,0.1009,2805.0
0.2327,0.114,0.7367,0.3337,0.5317,0.4187,0.653,0.5718,0.4441,697.0
0.192,0.3139,0.5893,0.4253,0.4798,0.6154,0.7351,0.6711,0.5193,1743.0
0.0735,0.4852,0.2114,0.5833,0.5527,0.8771,0.2576,0.4696,0.4059,559.0
0.0895,0.2101,0.5148,0.1751,0.1156,0.5985,0.2639,0.1382,0.3356,763.0
0.8083,0.7466,0.9713,0.0223,0.1862,0.9723,0.5683,0.5992,0.6552,18712.0
0.0583,0.1754,0.3846,0.1659,0.1691,0.5645,0.2827,0.1003,0.2152,771.0
0.4403,0.4483,0.5132,0.3212,0.384,0.3814,0.4234,0.2557,0.3362,520.0
0.4438,0.398,0.7042,0.0605,0.0955,0.0621,0.3254,0.0408,0.0146,1422.0
0.5129,0.2814,0.8115,0.1391,0.0503,0.6807,0.4613,0.3037,0.3107,1252.0
0.4225,0.3913,0.7138,0.1229,0.3391,0.3626,0.4833,0.2541,0.2238,1789.0
0.2521,0.5027,0.3301,0.2869,0.3298,0.6425,0.3836,0.2359,0.5234,549.0
0.7529,0.7918,0.936,0.0331,0.5858,0.7835,0.5517,0.6972,0.5138,15443.0
0.3719,0.3836,0.2595,0.3629,0.3053,0.1404,0.1964,0.0439,0.1573,556.0
0.2219,0.0863,0.1923,0.8739,0.5979,0.774,0.6336,0.7851,0.7141,629.0
0.0958,0.4553,0.4912,0.1184,0.5495,0.788,0.171,0.291,0.0876,924.0
0.5027,0.4747,0.8714,0.0408,0.1347,0.3626,0.8354,0.3499,0.1716,1876.0
0.1512,0.2728,0.4919,0.6558,0.2407,0.788,0.3231,0.483,0.6078,700.0
0.738,0.6154,0.9666,0.0293,0.3699,0.9542,0.5654,0.6944,0.5536,11344.0
0.3617,0.5215,0.7982,0.2913,0.0716,0.6425,0.5995,0.4288,0.2397,991.0
0.1219,0.2108,0.6345,0.3442,0.5269,0.6425,0.8876,0.7682,0.4273,470.0
0.1379,0.4639,0.1509,0.631,0.2381,0.5801,0.425,0.256,0.3633,280.0
0.3467,0.226,0.3728,0.326,0.1178,0.2496,0.3687,0.0726,0.157,329.0
0.1095,0.2566,0.3906,0.6979,0.4167,0.7284,0.2566,0.4772,0.6775,721.0
0.049,0.1194,0.3929,0.7319,0.4015,0.4734,0.5759,0.5224,0.5291,500.0
0.008,0.8265,0.2276,0.4483,0.9032,0.9943,0.5091,0.7899,0.4772,412.0
0.3375,0.6415,0.5237,0.3337,0.3056,0.6807,0.3378,0.3212,0.4231,851.0
0.0739,0.3298,0.5145,0.66,0.3792,0.7835,0.1853,0.4944,0.7393,697.0
0.3445,0.2888,0.7192,0.2572,0.1082,0.8376,0.7329,0.5635,0.5275,1264.0
0.1114,0.3623,0.3862,0.2018,0.3588,0.8195,0.8389,0.5368,0.3569,839.0
0.377,0.6463,0.8851,0.063,0.1181,0.4537,0.3145,0.1847,0.121,3101.0
0.1544,0.1433,0.3317,0.7026,0.27,0.6705,0.199,0.3177,0.467,1311.0
0.3209,0.1834,0.5938,0.1869,0.312,0.3298,0.5536,0.2365,0.2124,2273.0
0.2162,0.4995,0.4457,0.4734,0.426,0.4877,0.1168,0.227,0.2999,753.0
0.5833,0.6135,0.8462,0.0805,0.1827,0.6807,0.6899,0.4677,0.5212,4309.0
0.7023,0.5135,0.9188,0.093,0.1894,0.9277,0.568,0.5877,0.6762,6923.0
0.3875,0.4059,0.5743,0.2404,0.3894,0.5645,0.9494,0.5982,0.3805,627.0
0.6199,0.6383,0.8211,0.0509,0.0837,0.8376,0.6839,0.4664,0.6059,3702.0
0.3926,0.3123,0.7103,0.2076,0.2563,0.7835,0.9268,0.6934,0.6269,1127.0
0.1968,0.3053,0.7867,0.0369,0.2464,0.2763,0.0933,0.0739,0.0207,1900.0
0.0347,0.0996,0.3578,0.8949,0.4024,0.6154,0.1614,0.4429,0.623,506.0
0.0898,0.1531,0.5501,0.2795,0.1194,0.3298,0.2245,0.0856,0.063,454.0
0.2598,0.4355,0.6597,0.0723,0.1671,0.4537,0.1439,0.0847,0.1783,1468.0
0.0156,0.3301,0.3903,0.6272,0.0885,0.7284,0.1847,0.2528,0.4686,222.0
0.6845,0.5973,0.8679,0.0462,0.2658,0.8991,0.6845,0.6237,0.6546,9281.0
0.2783,0.2537,0.3021,0.8255,0.4002,0.6425,0.2324,0.4285,0.6167,254.0
0.0716,0.1363,0.3286,0.5699,0.568,0.4187,0.1296,0.2509,0.2117,491.0
0.2993,0.1948,0.6842,0.4279,0.3477,0.7475,0.5568,0.6246,0.6014,1384.0
0.3193,0.2162,0.3706,0.6243,0.1003,0.1907,0.9806,0.3575,0.3343,187.0
0.2748,0.1452,0.6425,0.5259,0.0344,0.2763,0.482,0.233,0.134,633.0
0.2744,0.4225,0.4152,0.4253,0.553,0.3626,0.0414,0.1748,0.2394,282.0
0.0312,0.0888,0.5072,0.723,0.3098,0.5985,0.1458,0.368,0.545,540.0
0.2576,0.1964,0.3719,0.3566,0.2713,0.1754,0.9032,0.2776,0.2311,925.0
0.1191,0.1796,0.3082,0.8758,0.5794,0.8555,0.4384,0.7784,0.8278,627.0
0.3531,0.482,0.8535,0.3566,0.1025,0.5339,0.7692,0.5428,0.2706,2066.0
0.0455,0.2856,0.4129,0.1964,0.226,0.313,0.1665,0.0503,0.1885,686.0
0.2668,0.2451,0.3158,0.2869,0.0506,0.2038,0.1315,0.015,0.0153,351.0
0.4645,0.2308,0.7635,0.1605,0.2003,0.8322,0.8421,0.6466,0.5957,2092.0
0.3661,0.2448,0.6558,0.5775,0.4868,0.5985,0.8965,0.8513,0.7348,1348.0
0.4817,0.5037,0.5231,0.2302,0.0901,0.5033,0.5403,0.2066,0.3712,901.0
0.2302,0.1885,0.6734,0.631,0.3352,0.8555,0.7975,0.8765,0.7873,1617.0
0.348,0.2598,0.5762,0.2018,0.0761,0.6807,0.8249,0.4097,0.3652,756.0
0.241,0.3757,0.6221,0.2114,0.4814,0.313,0.1503,0.17,0.1802,669.0
0.4397,0.3747,0.7708,0.0745,0.1433,0.7284,0.5918,0.382,0.3636,5722.0
0.596,0.6336,0.8832,0.0312,0.0866,0.8424,0.4339,0.3633,0.3311,7885.0
0.426,0.2821,0.7281,0.2018,0.2572,0.7182,0.5049,0.4343,0.4591,3557.0
0.1433,0.5712,0.4836,0.3862,0.3649,0.6807,0.2181,0.2986,0.3301,1277.0
0.3368,0.2302,0.5915,0.1566,0.2353,0.263,0.8456,0.2827,0.0923,523.0
0.1805,0.3333,0.327,0.2824,0.1649,0.234,0.2022,0.0372,0.141,411.0
0.0372,0.1076,0.206,0.9354,0.7666,0.8274,0.0904,0.6613,0.7361,248.0
0.4282,0.5409,0.7574,0.0331,0.0745,0.0974,0.6651,0.1223,0.0573,2256.0
0.1248,0.141,0.6584,0.5304,0.2436,0.5339,0.6447,0.5412,0.3047,976.0
0.2111,0.6218,0.5721,0.3442,0.6775,0.8472,0.6953,0.8204,0.4489,1501.0
0.2464,0.327,0.4174,0.3212,0.2939,0.4877,0.7131,0.3442,0.3442,540.0
0.3957,0.3929,0.907,0.2869,0.1703,0.2763,0.8278,0.4613,0.1493,1409.0
0.1197,0.6199,0.574,0.1869,0.2401,0.4877,0.2709,0.1627,0.2133,274.0
0.9274,0.6055,0.1681,0.7708,0.9443,0.5645,0.0449,0.4791,0.8723,440.0
0.6447,0.3305,0.0589,0.3378,0.1159,0.263,0.9803,0.1605,0.1983,75.0
0.6794,0.2076,0.0659,0.8039,0.4744,0.6297,0.9468,0.7131,0.8421,283.0
0.6189,0.9074,0.1936,0.8192,0.2143,0.0974,0.3349,0.1347,0.2378,65.0
0.6246,0.6995,0.5954,0.4976,0.4871,0.2763,0.8755,0.6071,0.5549,408.0
0.6498,0.8141,0.0599,0.689,0.4514,0.263,0.978,0.4483,0.6339,202.0
0.674,0.5559,0.6679,0.6781,0.8007,0.5033,0.602,0.8625,0.8096,817.0
0.8313,0.7408,0.2961,0.6046,0.765,0.5801,0.7319,0.7434,0.8854,590.0
0.6024,0.6867,0.7316,0.2572,0.6065,0.0621,0.3992,0.2681,0.2216,1541.0
0.689,0.4696,0.5788,0.5833,0.8182,0.5033,0.4314,0.7103,0.6702,869.0
0.8883,0.5272,0.6991,0.8125,0.8574,0.4537,0.7896,0.9564,0.9004,825.0
0.7921,0.2047,0.476,0.6705,0.7039,0.8898,0.2305,0.7389,0.929,333.0
0.6609,0.646,0.8704,0.2964,0.6759,0.1519,0.7781,0.6291,0.3216,3039.0
0.6947,0.1831,0.0621,0.4429,0.7138,0.7389,0.2092,0.3126,0.7323,131.0
0.8348,0.6008,0.8198,0.2257,0.5533,0.6705,0.887,0.8287,0.7956,1661.0
0.6167,0.0936,0.1359,0.4228,0.7482,0.4877,0.4814,0.362,0.638,126.0
0.7603,0.5094,0.538,0.482,0.5804,0.5985,0.8889,0.7931,0.8118,300.0
0.6122,0.3789,0.4842,0.8007,0.8765,0.1519,0.2502,0.5154,0.4868,1318.0
0.7001,0.8513,0.8485,0.5909,0.8586,0.0974,0.8379,0.8583,0.6482,427.0
0.7622,0.5021,0.313,0.9004,0.7609,0.234,0.1929,0.4279,0.7252,806.0
0.5138,0.34,0.0646,0.6482,0.1436,0.0974,0.5256,0.0802,0.2369,83.0
0.4352,0.2684,0.1258,0.6705,0.064,0.042,0.2878,0.0337,0.1512,83.0
0.6234,0.8672,0.7167,0.1751,0.8185,0.2038,0.6482,0.5151,0.5438,925.0
0.6176,0.6062,0.2954,0.4518,0.6769,0.2763,0.2442,0.2251,0.475,557.0
0.5415,0.3719,0.3868,0.6272,0.5692,0.0974,0.263,0.2248,0.2601,832.0
0.3871,0.1356,0.1299,0.3922,0.0949,0.006,0.4037,0.0181,0.0643,92.0
0.631,0.15,0.412,0.3862,0.1745,0.6425,0.9787,0.532,0.6581,89.0
0.809,0.7921,0.0,0.0605,0.6743,0.8848,0.7399,0.4094,0.8367,54.0
0.6826,0.5326,0.121,0.8227,0.8074,0.5193,0.0732,0.4002,0.8485,259.0
0.7615,0.2203,0.114,0.6482,0.4104,0.4358,0.9602,0.5183,0.7698,300.0
0.7682,0.8679,0.5546,0.2076,0.7498,0.7049,0.6269,0.6702,0.73,379.0
0.5903,0.5941,0.0363,0.4709,0.3652,0.7049,0.6151,0.326,0.7962,144.0
0.6975,0.4094,0.0761,0.7389,0.5969,0.5495,0.5762,0.5005,0.837,231.0
0.6316,0.5438,0.6479,0.2869,0.7011,0.5985,0.524,0.6215,0.7806,832.0
0.6033,0.8803,0.1022,0.6663,0.5049,0.0704,0.1933,0.0936,0.319,221.0
0.6387,0.5861,0.1076,0.3037,0.4231,0.5495,0.5352,0.2181,0.6523,190.0
0.7361,0.4031,0.4107,0.767,0.7803,0.7972,0.7412,0.9335,0.9099,226.0
0.6759,0.7217,0.3941,0.7074,0.7189,0.3986,0.6533,0.6867,0.8953,1054.0
0.525,0.234,0.0704,0.8309,0.6864,0.2939,0.2149,0.2849,0.4664,653.0
0.6004,0.3645,0.3664,0.7619,0.8539,0.234,0.7606,0.7431,0.3387,572.0
0.6705,0.8236,0.1194,0.8192,0.6791,0.0872,0.2213,0.2197,0.5345,197.0
0.5772,0.6237,0.2194,0.6533,0.3871,0.0551,0.0777,0.0659,0.2012,590.0
0.7743,0.5256,0.2585,0.6377,0.8981,0.7049,0.2964,0.6444,0.8911,695.0
0.7135,0.2623,0.0949,0.9752,0.929,0.4358,0.4308,0.6819,0.7918,475.0
0.4683,0.596,0.2369,0.6208,0.8201,0.1261,0.3222,0.2958,0.4142,131.0
0.7358,0.8485,0.1538,0.9608,0.8411,0.313,0.4206,0.5845,0.8586,296.0
0.7459,0.3438,0.4031,0.7695,0.8017,0.4537,0.3572,0.6377,0.7635,773.0
0.6568,0.4677,0.1767,0.61,0.9233,0.3626,0.6326,0.5915,0.6094,271.0
0.8379,0.5928,0.7905,0.4976,0.4791,0.774,0.8208,0.8962,0.9058,1467.0
0.5403,0.0834,0.1566,0.6845,0.4282,0.3298,0.5597,0.3104,0.2741,188.0
0.7307,0.2187,0.2143,0.8255,0.5934,0.4537,0.4906,0.5234,0.7625,207.0
0.7924,0.3021,0.0468,0.7466,0.7873,0.7284,0.9312,0.8609,0.9312,281.0
0.8322,0.894,0.9134,0.1086,0.7488,0.6154,0.5431,0.7195,0.6711,10995.0
0.7787,0.1694,0.3031,0.7026,0.4779,0.7049,0.7307,0.7125,0.8379,835.0
0.7654,0.2735,0.2697,0.6905,0.7727,0.3814,0.6695,0.6361,0.6065,735.0
0.7424,0.6046,0.6756,0.5934,0.9048,0.5495,0.7017,0.9134,0.9522,644.0
0.6052,0.2423,0.1277,0.8889,0.8711,0.1907,0.2569,0.3964,0.5638,302.0
0.6043,0.4266,0.9102,0.4734,0.8265,0.4877,0.9316,0.9592,0.4979,847.0
0.6988,0.4212,0.3152,0.6351,0.5412,0.4734,0.8087,0.6297,0.6864,924.0
0.7319,0.4849,0.5088,0.4578,0.7806,0.4734,0.7358,0.7316,0.6797,651.0
0.6625,0.5033,0.5871,0.5498,0.7151,0.4187,0.7959,0.7816,0.7902,1341.0
0.6683,0.4967,0.1159,0.7619,0.7058,0.6934,0.1885,0.46,0.7787,236.0
0.6699,0.532,0.496,0.5202,0.7262,0.1076,0.3012,0.3072,0.2897,1269.0
0.7466,0.377,0.2884,0.6905,0.822,0.4358,0.6052,0.6686,0.8803,570.0
0.7673,0.3916,0.3528,0.8087,0.9086,0.5339,0.1181,0.6001,0.887,876.0
0.5552,0.5982,0.4559,0.3496,0.5221,0.4877,0.2588,0.276,0.5431,768.0
0.9007,0.9869,0.624,0.8348,0.9748,0.2038,0.6036,0.8612,0.7055,264.0
0.7985,0.8781,0.1987,0.2302,0.7978,0.7049,0.802,0.6074,0.8618,141.0
0.7714,0.8555,0.951,0.0968,0.7345,0.6705,0.276,0.6039,0.5861,8823.0
0.6727,0.561,0.4613,0.6453,0.7001,0.1076,0.0337,0.2264,0.3483,1015.0
0.6543,0.4187,0.772,0.3295,0.4425,0.4734,0.3477,0.412,0.3887,786.0
0.5072,0.639,0.2362,0.5014,0.7061,0.0872,0.5247,0.2677,0.3881,209.0
0.5059,0.3196,0.7768,0.4056,0.0137,0.3986,0.9236,0.4919,0.2225,126.0
0.5587,0.745,0.6918,0.717,0.4046,0.2763,0.816,0.7058,0.4145,302.0
0.3206,0.3693,0.7437,0.6004,0.6584,0.7182,0.7408,0.9239,0.6342,243.0
0.546,0.6769,0.9363,0.2964,0.6772,0.7182,0.8615,0.9319,0.3795,624.0
0.5247,0.7587,0.9124,0.3085,0.6221,0.4187,0.0872,0.4027,0.2213,4080.0
0.4591,0.7001,0.8392,0.2455,0.6587,0.8322,0.5626,0.8214,0.5447,576.0
0.3814,0.4842,0.5463,0.6453,0.4833,0.6154,0.1175,0.4333,0.4018,680.0
0.4731,0.4279,0.6364,0.66,0.7084,0.788,0.4145,0.8478,0.7087,1210.0
0.4027,0.2878,0.5823,0.6482,0.8641,0.3473,0.0656,0.4887,0.6052,348.0
0.4339,0.3728,0.6304,0.7647,0.6004,0.3298,0.2464,0.5199,0.5145,439.0
0.4167,0.5817,0.7052,0.3295,0.6253,0.1624,0.0898,0.2165,0.2063,1753.0
0.398,0.4027,0.6578,0.7599,0.7042,0.6934,0.3929,0.8491,0.7504,1982.0
0.2961,0.4164,0.4088,0.7743,0.3919,0.1754,0.5963,0.4018,0.4476,118.0
0.4343,0.376,0.4887,0.9032,0.6816,0.1519,0.581,0.6507,0.6371,109.0
0.7609,0.9647,0.7759,0.5091,0.8892,0.5801,0.7768,0.943,0.5979,194.0
0.5396,0.7679,0.7415,0.6046,0.7539,0.6297,0.4479,0.8354,0.766,2893.0
0.8055,0.7666,0.276,0.859,0.8803,0.2206,0.7198,0.7307,0.922,314.0
0.4215,0.3231,0.5409,0.689,0.8198,0.5339,0.3263,0.7074,0.6902,1595.0
0.5829,0.7386,0.6571,0.7074,0.7714,0.6154,0.4097,0.8306,0.8399,1113.0
0.4721,0.4588,0.2022,0.8927,0.2394,0.7049,0.8768,0.7109,0.7096,142.0
0.5263,0.638,0.9074,0.4167,0.6336,0.8274,0.5638,0.893,0.646,4606.0
0.5285,0.7182,0.7405,0.5934,0.7256,0.7049,0.2572,0.7593,0.6514,865.0
0.46,0.5565,0.7539,0.5342,0.7711,0.4877,0.1843,0.6065,0.6886,1711.0
0.7908,0.9239,0.7631,0.7106,0.922,0.8424,0.9516,0.999,0.9971,388.0
0.7329,0.9296,0.8666,0.4117,0.9223,0.6587,0.6886,0.9475,0.893,3708.0
0.7972,0.9764,0.3976,0.9325,0.9857,0.0497,0.0423,0.4336,0.7564,111.0
0.6896,0.915,0.9844,0.0694,0.8087,0.964,0.5861,0.9105,0.5135,8367.0
0.5817,0.7845,0.8341,0.3442,0.5724,0.4537,0.5718,0.631,0.5966,863.0
0.4858,0.6788,0.6686,0.5046,0.4215,0.5801,0.6527,0.6628,0.5829,427.0
0.7268,0.9408,0.7202,0.6377,0.9427,0.7475,0.859,0.993,0.958,948.0
0.3725,0.4486,0.8023,0.631,0.8131,0.5645,0.6905,0.936,0.5998,359.0
0.6304,0.8768,0.8017,0.6482,0.7584,0.7182,0.7937,0.972,0.8787,392.0
0.723,0.9048,0.9669,0.093,0.8583,0.5801,0.2515,0.6167,0.3594,4158.0
0.5982,0.8577,0.8443,0.482,0.8348,0.4187,0.8192,0.9067,0.7402,1187.0
0.3703,0.6472,0.404,0.3155,0.4982,0.2038,0.7666,0.3235,0.2241,1210.0
0.5801,0.5422,0.9261,0.0258,0.0914,0.9653,0.6603,0.5696,0.2461,16701.0
0.0216,0.2334,0.5489,0.4709,0.1296,0.7972,0.1923,0.3015,0.2865,1110.0
0.3668,0.2754,0.7246,0.2018,0.1719,0.7972,0.4511,0.4015,0.2155,2692.0
