fips,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
19109,141.0,15226.0,972.7306343,15.6528431,0.107,0.2506,0.5164,0.0293,0.1334,0.0786,0.5126,0.0446,0.0293,640.0,3938.0,4105.0,1842.0
19111,589.0,35172.0,517.5223528,67.96228184,0.3333,0.1261,0.7463,0.2652,0.128,0.7389,0.5903,0.4623,0.4565,1706.0,9902.0,8657.0,3980.0
19113,2232.0,218076.0,716.8983221,304.1937654,0.4206,0.5304,0.9249,0.1964,0.2225,0.4187,0.5606,0.3884,0.1474,8290.0,40706.0,51669.0,49890.0
19115,142.0,11251.0,401.7712122,28.00349965,0.5868,0.9277,0.2155,0.5116,0.8052,0.3626,0.2194,0.2904,0.4075,1226.0,2909.0,2433.0,1148.0
19117,130.0,8700.0,430.6032069,20.20421553,0.0229,0.6351,0.7335,0.2257,0.6307,0.5985,0.3677,0.511,0.2974,472.0,2458.0,2012.0,1014.0
19119,107.0,11730.0,587.6499745,19.96086192,0.0704,0.3085,0.5597,0.0462,0.1831,0.1076,0.3018,0.0353,0.0309,717.0,2827.0,2500.0,1577.0
19121,172.0,15661.0,561.0058983,27.91592753,0.0627,0.4546,0.3747,0.219,0.1229,0.3473,0.2843,0.0576,0.0398,634.0,4014.0,3643.0,2691.0
19123,264.0,22324.0,570.8625619,39.10573488,0.1952,0.4798,0.6944,0.2404,0.1051,0.6425,0.6867,0.4142,0.3384,1170.0,5914.0,4573.0,3287.0
19125,352.0,33197.0,554.4904193,59.86938429,0.1598,0.2401,0.7924,0.1869,0.1872,0.3814,0.8185,0.4126,0.1289,1469.0,7504.0,6678.0,6329.0
19127,518.0,40735.0,572.5028062,71.15248967,0.6584,0.9522,0.7724,0.1493,0.7876,0.6154,0.5868,0.7084,0.609,4280.0,9062.0,8174.0,4981.0
19129,208.0,14841.0,437.4343856,33.927374,0.1678,0.3722,0.4858,0.2652,0.1098,0.1754,0.7749,0.177,0.1022,745.0,3519.0,3572.0,2491.0
19131,112.0,10757.0,469.1328644,22.92953834,0.0471,0.4858,0.2789,0.0745,0.1028,0.2038,0.554,0.0385,0.0624,597.0,2790.0,2494.0,1383.0
19133,145.0,9013.0,694.0715784,12.98569237,0.1207,0.1872,0.6969,0.1296,0.1063,0.4187,0.6017,0.2289,0.1407,490.0,2434.0,2457.0,970.0
19135,123.0,7964.0,433.7150288,18.36228738,0.1426,0.3212,0.5123,0.6068,0.6418,0.3626,0.4126,0.4998,0.355,659.0,2100.0,1680.0,932.0
19137,164.0,10380.0,424.0966461,24.47555315,0.1862,0.5549,0.4304,0.1184,0.327,0.7284,0.5154,0.2919,0.5578,668.0,2459.0,2569.0,1290.0
19139,509.0,42949.0,437.4447602,98.1815395,0.5931,0.8294,0.7778,0.3212,0.5661,0.2038,0.2744,0.304,0.3798,3159.0,10099.0,9214.0,6163.0
19141,155.0,14055.0,573.0348914,24.52730228,0.2407,0.5298,0.7323,0.0745,0.1601,0.5801,0.6469,0.327,0.1417,752.0,3823.0,3205.0,1798.0
19143,74.0,6154.0,398.6865545,15.43568483,0.3311,0.7418,0.3235,0.0369,0.6237,0.5033,0.4483,0.2222,0.2404,491.0,1555.0,1444.0,760.0
19145,229.0,15552.0,534.9433727,29.07223604,0.306,0.6049,0.7962,0.1025,0.6266,0.6934,0.8494,0.7822,0.4833,944.0,4061.0,3877.0,2253.0
19147,125.0,9155.0,563.8601407,16.23629574,0.156,0.3025,0.7402,0.0694,0.2442,0.1404,0.7472,0.2238,0.1159,449.0,1795.0,2335.0,1566.0
19149,259.0,24972.0,862.8280051,28.94203695,0.2385,0.6797,0.5839,0.1461,0.0363,0.3814,0.3483,0.0844,0.1324,1159.0,5696.0,6066.0,3899.0
19151,106.0,7061.0,577.2406916,12.23233237,0.2159,0.4817,0.2588,0.0408,0.1675,0.2939,0.5514,0.05,0.0965,381.0,1921.0,1844.0,731.0
19153,5004.0,459159.0,573.6843825,800.3686591,0.5858,0.8335,0.9663,0.0745,0.7087,0.5033,0.5027,0.6195,0.3785,26967.0,77802.0,96514.0,116749.0
19155,1305.0,93198.0,950.5613621,98.04522224,0.3999,0.7014,0.8787,0.1229,0.411,0.5985,0.6106,0.5454,0.4152,6658.0,20652.0,22321.0,13567.0
19157,219.0,18622.0,584.917309,31.83697886,0.2897,0.4772,0.5918,0.1815,0.0267,0.3298,0.9239,0.2668,0.135,730.0,4564.0,3595.0,3144.0
19159,0.0,5054.0,535.5005233,9.437899273,0.0761,0.0532,0.2639,0.3518,0.2875,0.3473,0.7612,0.2486,0.2159,250.0,1271.0,1188.0,737.0
19161,144.0,10034.0,575.0217785,17.44977386,0.1073,0.4623,0.3881,0.063,0.0385,0.234,0.5301,0.0423,0.0669,500.0,2562.0,2489.0,1390.0
19163,2006.0,171116.0,458.0889611,373.5431641,0.5584,0.5794,0.9112,0.0968,0.2082,0.5645,0.4693,0.3521,0.2353,8374.0,34586.0,36685.0,37124.0
19165,138.0,11944.0,590.7787451,20.21738273,0.1477,0.674,0.3992,0.0745,0.1404,0.3473,0.4741,0.0729,0.1108,624.0,2910.0,2877.0,1825.0
19167,221.0,34621.0,767.8650081,45.08735212,0.4139,0.7896,0.6008,0.1391,0.781,0.0786,0.8742,0.4651,0.2289,2022.0,6254.0,6419.0,6030.0
19169,583.0,94834.0,572.6801011,165.5968137,0.4874,0.5989,0.9882,0.1566,0.4062,0.5033,0.9296,0.7469,0.2171,1445.0,8859.0,14281.0,26227.0
19171,235.0,17423.0,721.0111787,24.16467388,0.5307,0.7708,0.3375,0.1659,0.7389,0.1175,0.561,0.2187,0.3512,1014.0,4652.0,4120.0,1834.0
19173,77.0,6209.0,531.9014021,11.67321608,0.3349,0.7924,0.4132,0.2572,0.2117,0.3473,0.3922,0.12,0.2372,419.0,1641.0,1588.0,617.0
19175,178.0,12539.0,423.6449233,29.59789982,0.1668,0.4314,0.808,0.2652,0.0637,0.2496,0.5957,0.2391,0.2518,822.0,3000.0,3099.0,1518.0
19177,109.0,7380.0,484.7886585,15.22312841,0.0334,0.4082,0.1337,0.4167,0.4263,0.3986,0.2926,0.1385,0.1738,542.0,1953.0,1798.0,725.0
19179,547.0,35242.0,431.8397634,81.60897395,0.4976,0.8762,0.7641,0.2257,0.7905,0.7284,0.5734,0.7896,0.7326,2839.0,8369.0,8231.0,4512.0
19181,497.0,48170.0,569.829644,84.53403663,0.1582,0.1824,0.8478,0.1751,0.1952,0.0974,0.7479,0.2697,0.1111,1527.0,10127.0,10749.0,10498.0
19183,266.0,22115.0,568.8528234,38.87648807,0.3047,0.6947,0.7249,0.2763,0.2671,0.2038,0.3636,0.185,0.2251,1275.0,5834.0,4510.0,3243.0
19185,96.0,6403.0,525.4618258,12.18547131,0.05,0.4371,0.0478,0.3085,0.8535,0.7049,0.469,0.4206,0.3951,528.0,1936.0,1346.0,553.0
19187,528.0,37050.0,715.6183214,51.77340894,0.4043,0.3945,0.7004,0.1086,0.0201,0.4734,0.8959,0.3286,0.368,2349.0,8347.0,9046.0,4912.0
19189,124.0,10580.0,400.4889119,26.41771017,0.2652,0.4422,0.5447,0.0223,0.0669,0.2206,0.8265,0.1414,0.1646,538.0,2428.0,2603.0,1548.0
19191,150.0,20789.0,689.8537631,30.13537232,0.1283,0.1344,0.6036,0.1025,0.0423,0.0974,0.9472,0.1735,0.0102,632.0,4382.0,4197.0,4054.0
19193,1271.0,102426.0,872.8959182,117.3404502,0.6396,0.8873,0.8593,0.1391,0.6081,0.5985,0.6539,0.6784,0.6441,8510.0,21167.0,20924.0,15217.0
19195,100.0,7562.0,400.1232659,18.89917594,0.1509,0.3066,0.1544,0.0672,0.1656,0.3814,0.2945,0.0201,0.0895,353.0,1921.0,2080.0,921.0
19197,164.0,12891.0,580.4220922,22.20969907,0.4327,0.8618,0.5899,0.0462,0.2499,0.6934,0.4932,0.2754,0.4212,677.0,3264.0,3384.0,1526.0
20001,201.0,12951.0,500.3028314,25.88632162,0.3346,0.148,0.6288,0.4578,0.3658,0.4187,0.6855,0.5113,0.4683,693.0,2830.0,3297.0,1740.0
20003,125.0,7858.0,579.6461306,13.55654698,0.1372,0.2264,0.4346,0.5259,0.134,0.4877,0.3559,0.2229,0.3021,469.0,2196.0,1616.0,944.0
20005,243.0,16557.0,431.1716536,38.40001971,0.405,0.1608,0.7997,0.2346,0.2101,0.6807,0.9102,0.6654,0.4763,736.0,3889.0,3276.0,2234.0
20007,0.0,4831.0,1134.078681,4.25984553,0.2623,0.5727,0.5473,0.3037,0.2222,0.3986,0.1783,0.1296,0.1751,285.0,1085.0,1181.0,665.0
20009,335.0,27214.0,895.4002173,30.39311302,0.538,0.7966,0.5626,0.3295,0.4626,0.3814,0.4912,0.3419,0.5081,1879.0,5714.0,6530.0,3736.0
20011,235.0,14751.0,635.4705481,23.21272015,0.3391,0.1455,0.6262,0.3671,0.6565,0.5339,0.6597,0.6699,0.5393,827.0,3000.0,3637.0,2066.0
20013,175.0,9810.0,570.8721623,17.18423256,0.5202,0.2098,0.5864,0.1691,0.361,0.3986,0.2604,0.1694,0.2824,445.0,2446.0,2269.0,1388.0
20015,883.0,66264.0,1429.866215,46.34279719,0.3664,0.4374,0.7068,0.3566,0.5833,0.4358,0.7485,0.6641,0.2763,3293.0,11330.0,16152.0,13044.0
20017,0.0,2694.0,773.0567931,3.484866861,0.2948,0.3862,0.0347,0.4483,0.2365,0.2206,0.7475,0.1429,0.2018,149.0,529.0,678.0,464.0
20019,66.0,3470.0,638.8806049,5.431374773,0.4476,0.0764,0.2321,0.66,0.1665,0.766,0.5158,0.3983,0.4562,320.0,832.0,857.0,379.0
20021,391.0,20737.0,587.5675379,35.29296407,0.3973,0.1143,0.2576,0.554,0.2012,0.6297,0.2178,0.1948,0.3763,1403.0,4536.0,5204.0,2716.0
20023,0.0,2679.0,1019.889176,2.626755987,0.3426,0.3687,0.3684,0.1751,0.0204,0.0551,0.3257,0.0124,0.0904,123.0,590.0,645.0,552.0
20025,0.0,2131.0,974.6319631,2.186466359,0.5441,0.4785,0.5135,0.3403,0.8529,0.0551,0.6622,0.44,0.4973,74.0,384.0,586.0,369.0
20027,104.0,8346.0,645.3031815,12.93345553,0.1684,0.0513,0.5479,0.1461,0.0595,0.0621,0.4776,0.0478,0.0618,403.0,1987.0,1747.0,1505.0
20029,139.0,9302.0,715.3414534,13.00358026,0.2362,0.2748,0.455,0.0805,0.0755,0.5801,0.7934,0.2413,0.2646,423.0,1894.0,2246.0,1438.0
20031,130.0,8433.0,626.8871258,13.45218246,0.2238,0.1149,0.4454,0.4667,0.4257,0.4358,0.3951,0.3136,0.1414,425.0,1871.0,2105.0,1432.0
20033,0.0,1898.0,788.2971661,2.407721455,0.276,0.3219,0.4922,0.2499,0.0,0.0372,0.7335,0.0885,0.1216,76.0,435.0,537.0,200.0
20035,584.0,35977.0,1125.740997,31.95850563,0.5642,0.7469,0.6434,0.4368,0.4874,0.4358,0.8526,0.6769,0.6944,2180.0,6984.0,9099.0,5084.0
20037,559.0,39281.0,589.7566883,66.60543369,0.4209,0.6896,0.7886,0.2652,0.8647,0.6154,0.7943,0.8873,0.6476,1837.0,6808.0,7666.0,6950.0
20039,0.0,2886.0,893.5169828,3.229933013,0.1388,0.3321,0.4798,0.2652,0.0357,0.6425,0.6667,0.2818,0.164,129.0,760.0,774.0,484.0
20041,234.0,19384.0,847.066255,22.88368812,0.3219,0.2245,0.5759,0.3155,0.2993,0.5645,0.4158,0.3161,0.32,1115.0,4327.0,4617.0,2985.0
20043,101.0,7793.0,393.4050865,19.80909822,0.3521,0.063,0.3225,0.5642,0.6683,0.4187,0.8905,0.6807,0.2598,484.0,1839.0,1623.0,1057.0
20045,927.0,116352.0,455.8721287,255.2294661,0.5775,0.6205,0.9507,0.113,0.4308,0.5645,0.893,0.7281,0.2426,3231.0,12818.0,19072.0,34607.0
20047,0.0,2975.0,621.8942003,4.7837719,0.6027,0.8968,0.5883,0.3671,0.2646,0.4734,0.7112,0.4301,0.433,309.0,596.0,826.0,382.0
20049,0.0,2635.0,644.2640892,4.08993772,0.3241,0.4916,0.0684,0.5116,0.7755,0.234,0.4747,0.2713,0.3948,217.0,802.0,571.0,294.0
20051,272.0,29032.0,899.9119713,32.26093321,0.3483,0.3887,0.8106,0.1751,0.1837,0.313,0.772,0.354,0.1063,1168.0,4696.0,5255.0,6335.0
20053,89.0,6375.0,715.8449868,8.905559328,0.4518,0.4432,0.5199,0.4167,0.2798,0.6705,0.9678,0.6762,0.3005,379.0,1552.0,1708.0,882.0
20055,311.0,36983.0,1301.96164,28.4055988,0.9169,0.9838,0.7214,0.5934,0.9647,0.1907,0.3795,0.6737,0.774,6238.0,4772.0,6838.0,3673.0
20057,308.0,34492.0,1098.270322,31.40574713,0.9252,0.9834,0.7491,0.5466,0.9526,0.6425,0.5005,0.9048,0.9039,5378.0,5142.0,6214.0,3604.0
20059,354.0,25663.0,571.7623073,44.88403603,0.327,0.3636,0.6387,0.4368,0.3327,0.2206,0.5511,0.3206,0.262,1341.0,6432.0,5848.0,3492.0
20061,351.0,36818.0,384.620405,95.72555049,0.8255,0.7383,0.9449,0.3629,0.8555,0.3986,0.5527,0.8087,0.6753,1138.0,4560.0,8331.0,4247.0
20063,0.0,2682.0,1071.664383,2.502649191,0.255,0.2426,0.064,0.4015,0.3954,0.0178,0.4871,0.0624,0.064,153.0,698.0,695.0,379.0
20065,0.0,2577.0,898.52635,2.868029413,0.3843,0.155,0.2999,0.482,0.021,0.0372,0.4279,0.0443,0.0688,141.0,605.0,683.0,470.0
20067,81.0,7748.0,574.7996563,13.47947918,0.8679,0.9682,0.1264,0.887,0.8946,0.0318,0.1649,0.2872,0.4508,1013.0,1143.0,1597.0,655.0
20069,58.0,6037.0,868.8670172,6.948128863,0.4967,0.7323,0.3028,0.5833,0.8036,0.0261,0.3212,0.2601,0.2942,855.0,850.0,1309.0,764.0
20071,0.0,1235.0,778.4040197,1.586579679,0.6288,0.8574,0.6059,0.4167,0.7249,0.1404,0.5906,0.467,0.3957,105.0,218.0,267.0,220.0
20073,121.0,6304.0,1143.299376,5.513866388,0.2805,0.0802,0.0955,0.4935,0.2146,0.4358,0.2808,0.0907,0.2022,335.0,1602.0,1598.0,880.0
20075,0.0,2567.0,996.5131785,2.575981989,0.7813,0.9873,0.0,0.5893,0.6351,0.0872,0.0,0.0497,0.248,319.0,664.0,370.0,312.0
20077,116.0,5798.0,801.2682698,7.236028455,0.347,0.6756,0.5482,0.192,0.0353,0.2763,0.609,0.1356,0.284,401.0,1512.0,1327.0,628.0
20079,442.0,34814.0,539.7556141,64.49956071,0.5183,0.6819,0.6909,0.1184,0.0872,0.1907,0.7555,0.1882,0.2792,2169.0,5397.0,7618.0,7543.0
20081,0.0,4087.0,577.5209669,7.076799344,0.7151,0.9443,0.0452,0.8007,0.8991,0.015,0.1974,0.2308,0.4387,685.0,478.0,894.0,425.0
20083,0.0,1919.0,859.9916874,2.231416917,0.3652,0.157,0.0,0.3085,0.0895,0.0261,0.3601,0.008,0.0115,117.0,273.0,517.0,403.0
20085,174.0,13365.0,656.2191017,20.36667321,0.4982,0.0739,0.5438,0.3337,0.4661,0.2206,0.178,0.157,0.1757,480.0,3487.0,3156.0,1807.0
20087,249.0,18880.0,532.5741852,35.45046028,0.2031,0.1665,0.1952,0.4518,0.3531,0.0372,0.2951,0.0557,0.1082,859.0,5261.0,4056.0,3070.0
20089,0.0,3003.0,909.7803592,3.300796692,0.1105,0.1875,0.2461,0.3155,0.036,0.0318,0.1417,0.0073,0.0392,151.0,869.0,755.0,425.0
20091,4306.0,572428.0,473.4567061,1209.039797,0.561,0.7278,0.9048,0.0258,0.2178,0.1404,0.1156,0.0662,0.0599,16130.0,57706.0,101879.0,223462.0
20093,0.0,3943.0,870.542901,4.52935748,0.7479,0.9144,0.0337,0.7899,0.0774,0.0261,0.4874,0.0678,0.39,555.0,747.0,664.0,340.0
20095,245.0,7697.0,863.3625108,8.915142717,0.1987,0.3502,0.4464,0.1964,0.4575,0.0621,0.4862,0.1289,0.12,334.0,1716.0,1880.0,1270.0
20097,0.0,2520.0,722.639226,3.487217285,0.3706,0.1585,0.7972,0.2795,0.1299,0.8991,0.8844,0.7488,0.2662,191.0,438.0,534.0,454.0
20099,376.0,20833.0,645.2943854,32.2844898,0.476,0.4467,0.6243,0.2709,0.8615,0.6934,0.6122,0.7806,0.7316,1410.0,4397.0,5432.0,2591.0
20101,0.0,1687.0,717.4136134,2.351502632,0.226,0.078,0.3034,0.2499,0.0,0.1261,0.0506,0.0054,0.0236,61.0,340.0,420.0,246.0
20103,902.0,78785.0,463.1386819,170.1110339,0.582,0.5183,0.5441,0.0844,0.3668,0.2038,0.894,0.2833,0.2327,4268.0,15417.0,17698.0,17187.0
20105,0.0,3134.0,719.3955461,4.356435089,0.1528,0.3706,0.4543,0.3629,0.2181,0.0178,0.5307,0.107,0.1948,143.0,662.0,841.0,486.0
20107,170.0,9524.0,594.0638322,16.03194721,0.2044,0.0735,0.2391,0.689,0.914,0.4537,0.0748,0.4164,0.4072,702.0,2658.0,2375.0,1105.0
20109,0.0,2800.0,1072.993874,2.609520955,0.3362,0.5193,0.533,0.1461,0.6931,0.0872,0.3298,0.1726,0.1426,172.0,539.0,886.0,318.0
20111,359.0,33401.0,847.4777455,39.41224436,0.6813,0.8491,0.8984,0.3973,0.5428,0.8274,0.745,0.9102,0.7514,2336.0,5838.0,6260.0,5469.0
20113,361.0,29164.0,898.2742474,32.46669943,0.2919,0.1404,0.5606,0.192,0.0318,0.0872,0.7841,0.1324,0.0608,1698.0,5415.0,6874.0,5435.0
20115,179.0,12213.0,944.2901521,12.93352469,0.2451,0.2254,0.348,0.3085,0.3276,0.1754,0.8583,0.2525,0.1764,692.0,2489.0,2969.0,2054.0
20117,141.0,9963.0,900.1774975,11.06781721,0.1445,0.0914,0.5619,0.0968,0.1656,0.313,0.4394,0.1028,0.0799,529.0,2862.0,2108.0,1280.0
20119,57.0,4310.0,978.0870575,4.406560711,0.5438,0.8233,0.0541,0.1964,0.7698,0.1754,0.6644,0.1945,0.4572,532.0,726.0,937.0,559.0
20121,396.0,32787.0,575.661497,56.95534645,0.2499,0.0939,0.4801,0.1964,0.0535,0.313,0.5476,0.1086,0.0678,917.0,7216.0,7801.0,6766.0
20123,64.0,6299.0,701.7917088,8.975597633,0.0961,0.3225,0.5514,0.1605,0.4082,0.3473,0.7736,0.3493,0.1449,215.0,1260.0,1593.0,1082.0
20125,608.0,33765.0,643.5272633,52.46863952,0.5696,0.6246,0.6539,0.3337,0.5393,0.8472,0.6278,0.7526,0.7835,2452.0,6400.0,8810.0,4282.0
20127,0.0,5694.0,695.2780599,8.189529238,0.2719,0.2092,0.5081,0.4518,0.0879,0.4187,0.2884,0.1601,0.1458,356.0,1460.0,1360.0,865.0
20129,0.0,3033.0,729.7301742,4.156330802,0.66,0.9395,0.0812,0.6533,0.1477,0.234,0.6657,0.1716,0.4136,298.0,521.0,721.0,322.0
20131,116.0,10177.0,717.4255502,14.18544405,0.1012,0.0911,0.6574,0.192,0.1805,0.263,0.6874,0.2378,0.1245,386.0,2634.0,1923.0,1680.0
20133,240.0,16358.0,571.4720826,28.62432042,0.3422,0.5234,0.4308,0.3496,0.652,0.6297,0.6406,0.5896,0.5982,993.0,3508.0,4327.0,1950.0
20135,0.0,3047.0,1074.737293,2.835111446,0.4174,0.7975,0.6291,0.3212,0.2974,0.0872,0.4273,0.1636,0.2089,191.0,653.0,850.0,408.0
20137,71.0,5558.0,878.0433231,6.329983788,0.3712,0.6893,0.8029,0.2763,0.7268,0.234,0.971,0.7549,0.4839,437.0,1385.0,1420.0,750.0
20139,240.0,16001.0,705.517712,22.67979914,0.2171,0.1668,0.5785,0.4976,0.4664,0.3473,0.2477,0.3009,0.2783,1016.0,4297.0,3564.0,2115.0
20141,0.0,3746.0,892.5038832,4.197180618,0.1149,0.2687,0.2623,0.1605,0.3397,0.1175,0.6485,0.092,0.1624,154.0,878.0,906.0,598.0
20143,96.0,6004.0,720.7325432,8.330413351,0.1878,0.0,0.1926,0.3719,0.0799,0.1907,0.3499,0.0328,0.0248,207.0,1444.0,1434.0,999.0
20145,126.0,6840.0,754.2624899,9.068461036,0.4932,0.8099,0.3935,0.134,0.0242,0.0974,0.9742,0.1203,0.2429,465.0,1640.0,1882.0,969.0
20147,0.0,5484.0,885.8716643,6.190512939,0.2022,0.2541,0.4645,0.2763,0.2324,0.1519,0.5138,0.1261,0.1509,285.0,1364.0,1268.0,811.0
20149,218.0,22920.0,841.0195506,27.25263638,0.3639,0.5788,0.4374,0.4117,0.7077,0.0872,0.333,0.2369,0.1051,868.0,4386.0,4731.0,5096.0
20151,138.0,9729.0,735.037374,13.23606165,0.3878,0.7221,0.7956,0.2572,0.4877,0.4187,0.767,0.6027,0.4403,483.0,1520.0,2249.0,1850.0
20153,0.0,2557.0,1069.415949,2.391024747,0.2776,0.623,0.0283,0.063,0.0277,0.1076,0.3664,0.0025,0.0287,78.0,550.0,774.0,444.0
20155,876.0,63803.0,1255.345892,50.82503589,0.4862,0.5969,0.7329,0.1493,0.731,0.6297,0.7787,0.7596,0.574,4946.0,11937.0,17183.0,9003.0
20157,74.0,4768.0,717.3710677,6.646490519,0.0634,0.3403,0.5002,0.1815,0.0649,0.2038,0.539,0.0828,0.0525,139.0,1179.0,1225.0,871.0
20159,141.0,9949.0,726.2323229,13.69947286,0.5043,0.6119,0.4301,0.1493,0.4565,0.2038,0.8612,0.2853,0.3473,525.0,1824.0,2464.0,1421.0
20161,436.0,75026.0,609.7808925,123.0376368,0.6106,0.6377,0.9847,0.2455,0.9255,0.5339,0.9542,0.9628,0.3824,1602.0,7200.0,11732.0,17213.0
20163,73.0,5160.0,890.537183,5.794255533,0.1585,0.3114,0.4435,0.1296,0.3177,0.2206,0.7287,0.1856,0.2451,406.0,1090.0,1262.0,828.0
20165,0.0,3144.0,717.7626701,4.380277954,0.1818,0.1028,0.2474,0.1566,0.2321,0.1076,0.5345,0.0462,0.0742,172.0,651.0,844.0,518.0
20167,122.0,6988.0,886.2596567,7.884822408,0.2502,0.4008,0.7399,0.1461,0.0427,0.234,0.4451,0.1143,0.263,602.0,1373.0,1901.0,1165.0
20169,756.0,55547.0,720.2274951,77.12424252,0.5626,0.7227,0.7071,0.219,0.1853,0.6587,0.6434,0.4355,0.4206,3162.0,11147.0,12640.0,10141.0
20171,0.0,4958.0,717.5847925,6.909288005,0.5365,0.8115,0.1958,0.4779,0.7233,0.0029,0.4177,0.1792,0.171,501.0,869.0,1042.0,809.0
20173,6576.0,508221.0,997.5134148,509.4878851,0.7087,0.7972,0.9105,0.1493,0.5654,0.5193,0.2623,0.4327,0.4916,34504.0,87563.0,107875.0,102670.0
20175,177.0,23185.0,639.3331593,36.26434772,0.9615,0.9946,0.5934,0.6979,0.9631,0.2939,0.5224,0.7841,0.9016,4356.0,3714.0,3432.0,1421.0
20177,2632.0,178567.0,543.9873325,328.2558055,0.6441,0.6845,0.9201,0.0968,0.6113,0.774,0.624,0.7622,0.5486,9375.0,37832.0,36081.0,37290.0
20179,0.0,2522.0,895.9567582,2.814867991,0.2006,0.6482,0.4008,0.134,0.028,0.0105,0.1983,0.0076,0.0567,71.0,620.0,726.0,400.0
20181,77.0,6038.0,1056.063605,5.717458654,0.4868,0.326,0.6205,0.4117,0.0213,0.0462,0.4524,0.0965,0.3117,314.0,1240.0,1649.0,892.0
20183,0.0,3701.0,895.4639137,4.133053207,0.0236,0.0,0.2464,0.0968,0.0153,0.4187,0.4018,0.0315,0.0404,188.0,970.0,941.0,602.0
20185,68.0,4284.0,792.0456891,5.408778886,0.5126,0.8418,0.0,0.2302,0.3432,0.1754,0.6422,0.0653,0.2983,269.0,847.0,1042.0,728.0
20187,0.0,2115.0,680.3520786,3.108684557,0.7892,0.93,0.3044,0.9112,0.1592,0.3298,0.3257,0.2579,0.3916,274.0,377.0,382.0,242.0
20189,67.0,5738.0,727.2633434,7.889851801,0.7848,0.9465,0.5301,0.7988,0.0296,0.0239,0.3709,0.1595,0.375,767.0,909.0,1364.0,481.0
20191,340.0,23509.0,1181.623115,19.89551466,0.3547,0.205,0.4696,0.3922,0.2432,0.2038,0.5199,0.1824,0.1987,1204.0,5450.0,5326.0,3636.0
20193,86.0,7909.0,1074.68602,7.359358783,0.3098,0.2248,0.4779,0.4483,0.1761,0.0704,0.7857,0.2321,0.0471,338.0,1324.0,2220.0,1133.0
20195,0.0,2927.0,889.4753941,3.290703733,0.078,0.1391,0.688,0.1229,0.0,0.021,0.6383,0.0783,0.0086,144.0,664.0,795.0,530.0
20197,97.0,6960.0,794.298729,8.762446351,0.2528,0.4585,0.1659,0.2913,0.4849,0.0786,0.3075,0.0544,0.0955,218.0,1648.0,1715.0,1143.0
20199,0.0,1584.0,913.6518113,1.73370203,0.1907,0.7338,0.3626,0.5202,0.0,0.0704,0.2292,0.0322,0.2143,57.0,276.0,390.0,347.0
20201,0.0,5613.0,894.7602687,6.273188693,0.1859,0.6422,0.4556,0.1391,0.0487,0.0497,0.6364,0.0551,0.1344,324.0,1571.0,1178.0,784.0
20203,0.0,2168.0,718.5660187,3.017120131,0.752,0.9583,0.1417,0.5667,0.9449,0.0786,0.2506,0.2397,0.4597,201.0,412.0,578.0,309.0
20205,142.0,8956.0,570.4184646,15.70075402,0.2763,0.3009,0.3489,0.6208,0.4078,0.6705,0.3591,0.433,0.5868,690.0,2035.0,2282.0,990.0
20207,0.0,3186.0,497.8196118,6.399908571,0.2365,0.2038,0.135,0.3862,0.547,0.5801,0.0544,0.1474,0.3422,215.0,812.0,884.0,397.0
20209,2309.0,161777.0,151.6020684,1067.116047,0.9223,0.9516,0.8809,0.0844,0.8625,0.8898,0.107,0.6603,0.9226,22058.0,33514.0,29906.0,18934.0
21001,320.0,19156.0,405.2828114,47.26575976,0.2308,0.1557,0.4247,0.7956,0.7514,0.5193,0.8672,0.8953,0.6485,2697.0,5153.0,3280.0,2069.0
21003,385.0,20421.0,344.3375169,59.30518458,0.1152,0.6081,0.2442,0.8309,0.5632,0.7587,0.1754,0.5202,0.6622,2574.0,5557.0,3961.0,2325.0
21005,388.0,21867.0,201.833161,108.3419587,0.1913,0.0576,0.1184,0.3378,0.1697,0.1519,0.0455,0.0089,0.1016,1554.0,5623.0,5092.0,3100.0
21007,155.0,8216.0,246.6589237,33.3091537,0.2375,0.056,0.1796,0.6845,0.2833,0.4734,0.3394,0.2327,0.255,721.0,2047.0,1959.0,897.0
21009,749.0,43287.0,487.5438109,88.7858671,0.3384,0.3989,0.4027,0.5342,0.5772,0.6154,0.4368,0.5174,0.737,5067.0,12561.0,7366.0,4878.0
21011,257.0,12113.0,278.7971383,43.4473613,0.121,0.1576,0.4403,0.9675,0.4206,0.7972,0.1277,0.6189,0.7666,1899.0,3379.0,1744.0,1188.0
21013,708.0,27676.0,359.0002566,77.0918669,0.1741,0.2455,0.5734,0.8822,0.7265,0.9869,0.7157,0.9914,0.9561,5746.0,7280.0,4163.0,1733.0
21015,1433.0,125656.0,246.2158871,510.348871,0.3992,0.6409,0.9293,0.1493,0.1261,0.1261,0.0984,0.07,0.1178,5877.0,23573.0,28753.0,27538.0
21017,338.0,20004.0,289.7197435,69.04603656,0.4807,0.8071,0.297,0.3496,0.277,0.7389,0.2346,0.213,0.5775,2253.0,5012.0,4063.0,2732.0
