fips,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
48031,171.0,10918.0,709.249467,15.39373734,0.5992,0.8185,0.1605,0.6781,0.7469,0.0551,0.192,0.1834,0.2362,855.0,2625.0,2880.0,2290.0
48033,0.0,698.0,897.4423895,0.777765802,0.2299,0.5546,0.0,0.7466,0.0,0.0105,0.0,0.006,0.0395,22.0,84.0,147.0,165.0
48035,345.0,17953.0,982.9787648,18.26387369,0.5823,0.8446,0.0853,0.6845,0.8376,0.1175,0.5298,0.3543,0.5909,1767.0,4488.0,4256.0,2595.0
48037,1553.0,93483.0,885.0051472,105.6298941,0.7571,0.6679,0.7969,0.6138,0.7338,0.6807,0.8402,0.965,0.8631,7114.0,22005.0,21088.0,13041.0
48039,3728.0,338419.0,1357.811449,249.2385819,0.8835,0.8889,0.8902,0.4935,0.8844,0.1175,0.695,0.788,0.5186,28407.0,60073.0,76226.0,70694.0
48041,1408.0,209896.0,585.5175258,358.4794489,0.8344,0.9115,0.9701,0.2913,0.8564,0.5339,0.8812,0.9436,0.6663,15194.0,22776.0,31170.0,49439.0
48043,136.0,9188.0,6183.75944,1.485827528,0.8723,0.8561,0.7654,0.681,0.8434,0.3626,0.2206,0.6874,0.6393,977.0,1453.0,1658.0,2722.0
48045,0.0,1672.0,900.0003203,1.857777117,0.7832,0.9694,0.1168,0.4323,0.5371,0.234,0.0,0.0519,0.3894,146.0,382.0,313.0,207.0
48047,107.0,7217.0,943.354142,7.650361278,0.9984,0.9608,0.5466,0.5342,0.9417,0.9093,0.8488,0.9815,0.999,1262.0,1000.0,1150.0,635.0
48049,690.0,37935.0,944.437086,40.16678354,0.6663,0.7233,0.6001,0.7771,0.3187,0.5193,0.7991,0.7568,0.6501,3332.0,9460.0,8283.0,4991.0
48051,315.0,17417.0,659.0315621,26.4281728,0.7428,0.8465,0.0888,0.9436,0.9093,0.2496,0.1691,0.4101,0.6628,2208.0,4844.0,3389.0,2181.0
48053,631.0,44584.0,994.2644757,44.84118772,0.6469,0.8284,0.4661,0.6944,0.6711,0.2763,0.1566,0.3566,0.5616,3806.0,10048.0,10496.0,8287.0
48055,611.0,39848.0,545.2280744,73.08501134,0.9233,0.9175,0.6039,0.8383,0.9532,0.313,0.929,0.9612,0.8793,5941.0,10336.0,7027.0,3995.0
48057,301.0,21805.0,506.8388074,43.02156757,0.9156,0.9083,0.524,0.6558,0.9621,0.3298,0.2401,0.595,0.8395,2974.0,4750.0,4613.0,2043.0
48059,247.0,13596.0,899.3718076,15.11721836,0.4378,0.5161,0.0525,0.9166,0.4938,0.0786,0.0643,0.113,0.3601,1161.0,3518.0,3090.0,2070.0
48061,3947.0,418785.0,891.0813537,469.9739236,0.9952,0.9943,0.8507,0.5387,0.9924,0.7475,0.1318,0.865,0.979,79284.0,65120.0,59780.0,42787.0
48063,216.0,12631.0,195.8250521,64.50145097,0.843,0.8777,0.2407,0.7813,0.8867,0.5339,0.0608,0.4855,0.8494,1082.0,2983.0,2747.0,1636.0
48065,89.0,6027.0,920.2199658,6.54952101,0.4441,0.1792,0.1913,0.631,0.0322,0.0462,0.1856,0.0226,0.071,274.0,1317.0,1356.0,1171.0
48067,569.0,30346.0,936.9631779,32.38761215,0.623,0.2289,0.2187,0.7536,0.8096,0.6154,0.3333,0.6049,0.7157,2965.0,9115.0,5537.0,3444.0
48069,86.0,7875.0,894.4336283,8.804454295,0.957,0.9885,0.3477,0.5387,0.9713,0.234,0.233,0.3903,0.673,1205.0,1501.0,1228.0,727.0
48071,493.0,38072.0,597.1466698,63.75653072,0.7192,0.9261,0.4785,0.7924,0.2881,0.0497,0.0888,0.1449,0.2907,2994.0,7039.0,10143.0,5941.0
48073,831.0,51257.0,1052.97355,48.67833576,0.7953,0.9112,0.3403,0.7956,0.9481,0.4734,0.8271,0.9029,0.9268,7127.0,10374.0,10641.0,5835.0
48075,88.0,7059.0,696.4045445,10.13634971,0.751,0.6138,0.9007,0.4642,0.0232,0.8195,0.9771,0.8389,0.7736,933.0,1805.0,1495.0,945.0
48077,164.0,10367.0,1088.725616,9.522142078,0.3413,0.575,0.0388,0.7389,0.7122,0.0372,0.072,0.1121,0.3009,715.0,2792.0,2436.0,1615.0
48079,45.0,2955.0,775.0819383,3.812500142,0.9411,0.9847,0.1127,0.554,0.9729,0.7049,0.7647,0.8058,0.9245,608.0,578.0,544.0,151.0
48081,0.0,3228.0,911.4695512,3.541533555,0.6154,0.7361,0.2089,0.9198,0.313,0.1624,0.7386,0.3992,0.5218,407.0,853.0,796.0,446.0
48083,159.0,8476.0,1261.945203,6.716614938,0.6036,0.6644,0.4546,0.631,0.3556,0.4358,0.0691,0.226,0.4429,829.0,2254.0,2094.0,970.0
48085,6260.0,886633.0,841.334911,1053.840734,0.8058,0.8822,0.9726,0.0694,0.6262,0.0551,0.0341,0.1608,0.1433,39451.0,95753.0,168971.0,334153.0
48087,0.0,3032.0,918.4401062,3.301249564,0.8236,0.957,0.2445,0.2404,0.6673,0.5985,0.5584,0.3824,0.8329,514.0,510.0,544.0,398.0
48089,307.0,20792.0,960.2942179,21.65169759,0.8303,0.8844,0.4432,0.6979,0.9169,0.313,0.4327,0.6492,0.6218,2424.0,4925.0,3981.0,3008.0
48091,1563.0,124234.0,559.5109584,222.0403338,0.7052,0.8103,0.8067,0.5342,0.7437,0.0872,0.1302,0.3792,0.2802,7291.0,24695.0,30385.0,36365.0
48093,211.0,13506.0,937.7531291,14.40251126,0.6909,0.8972,0.2388,0.8567,0.9115,0.313,0.3875,0.5941,0.8383,1481.0,3344.0,2801.0,1945.0
48095,0.0,4142.0,983.7546908,4.210399237,0.9191,0.9952,0.0414,0.7708,0.0,0.2038,0.9965,0.249,0.3375,844.0,808.0,632.0,342.0
48097,597.0,38878.0,874.8203648,44.44112364,0.6157,0.8586,0.4982,0.554,0.8141,0.4187,0.447,0.6068,0.5912,3766.0,8507.0,9113.0,5639.0
48099,750.0,75710.0,1052.20487,71.95366811,0.8096,0.7415,0.652,0.2824,0.6679,0.2206,0.9815,0.6501,0.7469,5749.0,13422.0,20924.0,7681.0
48101,0.0,1560.0,900.563123,1.732249478,0.8548,0.8481,0.4989,0.1391,0.4066,0.9809,0.0,0.2566,0.8701,254.0,287.0,347.0,179.0
48103,55.0,4823.0,785.0688078,6.143410554,0.9551,0.9879,0.1321,0.7829,0.9198,0.2206,0.5234,0.524,0.5973,595.0,951.0,929.0,427.0
48105,59.0,3836.0,2807.32257,1.366426516,0.9522,0.9363,0.1719,0.489,0.9389,0.0134,0.5473,0.3114,0.5782,544.0,794.0,700.0,332.0
48107,104.0,5987.0,900.19814,6.650758021,0.9284,0.8621,0.1035,0.3212,0.9497,0.313,0.3464,0.2595,0.9112,899.0,1344.0,1011.0,493.0
48109,0.0,2259.0,3812.154759,0.592578251,0.9866,0.9803,0.4394,0.7558,0.8386,0.5193,0.4075,0.7345,0.9526,480.0,499.0,300.0,146.0
48111,82.0,7052.0,1503.131168,4.69154,0.8727,0.9497,0.6492,0.7813,0.7985,0.0261,0.0723,0.3922,0.7574,1337.0,1264.0,1198.0,712.0
48113,26180.0,2513054.0,873.0661869,2878.423237,0.9659,0.9812,0.9895,0.057,0.9637,0.6934,0.2509,0.7297,0.767,344888.0,377558.0,421593.0,525525.0
48115,179.0,13317.0,900.3055227,14.79164535,0.9443,0.9405,0.3983,0.3155,0.2069,0.6587,0.9666,0.5049,0.7978,2432.0,2610.0,1891.0,1151.0
48117,217.0,19039.0,1496.821149,12.71962252,0.9745,0.9742,0.638,0.3518,0.9064,0.5495,0.4887,0.7237,0.8274,2877.0,4022.0,2782.0,1318.0
48119,117.0,5226.0,256.8251272,20.34847625,0.5527,0.184,0.1598,0.3719,0.6979,0.872,0.3165,0.4371,0.6549,441.0,1153.0,1104.0,905.0
48121,5705.0,754650.0,878.5329784,858.9888126,0.7943,0.8793,0.9682,0.1691,0.6858,0.0704,0.4123,0.3805,0.2576,41035.0,97623.0,161882.0,246869.0
48123,340.0,20660.0,908.9759806,22.72887342,0.8459,0.6558,0.2165,0.6533,0.8303,0.4358,0.9144,0.774,0.7988,2768.0,5625.0,4181.0,1811.0
48125,0.0,2237.0,901.7237267,2.480804191,0.7256,0.8338,0.0958,0.489,0.7797,0.0704,0.8994,0.3957,0.8612,255.0,587.0,494.0,303.0
48127,137.0,10842.0,1328.884074,8.158725213,0.9914,0.9529,0.0891,0.7574,0.9901,0.5985,0.1862,0.545,0.9799,2173.0,2343.0,1075.0,877.0
48129,0.0,3506.0,926.8857168,3.782559097,0.5406,0.524,0.2337,0.8465,0.6148,0.0178,0.9105,0.5466,0.5129,248.0,747.0,807.0,392.0
48131,193.0,11510.0,1793.476923,6.417701756,0.9968,0.9121,0.0767,0.6243,0.971,0.9341,0.7838,0.9045,0.9981,2230.0,2176.0,2049.0,639.0
48133,320.0,18252.0,926.4900916,19.70015671,0.5692,0.7724,0.4534,0.7192,0.5626,0.3814,0.8227,0.7252,0.6947,1945.0,3945.0,4598.0,1997.0
48135,2083.0,153177.0,897.7259467,170.6277963,0.9497,0.9628,0.9121,0.6753,0.9446,0.313,0.2267,0.7848,0.7628,22947.0,28933.0,28853.0,14687.0
48137,0.0,2028.0,2117.86979,0.957565951,0.9054,0.9535,0.0401,0.8243,0.7654,0.5339,0.0672,0.3435,0.4932,409.0,332.0,458.0,266.0
48139,1921.0,160225.0,935.6586701,171.2430025,0.7752,0.9016,0.6912,0.489,0.8472,0.0786,0.1987,0.3801,0.4632,15428.0,30952.0,38164.0,27193.0
48141,7606.0,833592.0,1013.187435,822.7421417,0.9924,0.992,0.8953,0.2763,0.9503,0.7284,0.4546,0.8812,0.9567,109968.0,121083.0,160567.0,119062.0
48143,454.0,40641.0,1083.090114,37.52319356,0.6323,0.8774,0.8736,0.7424,0.801,0.2939,0.7953,0.9373,0.6304,2844.0,6379.0,7385.0,7625.0
48145,277.0,17265.0,765.4841233,22.55435413,0.8755,0.8606,0.689,0.5667,0.8383,0.7475,0.9357,0.9803,0.9554,2819.0,4694.0,3177.0,1519.0
48147,669.0,33757.0,890.8318823,37.89379418,0.5782,0.8064,0.249,0.6377,0.7297,0.1754,0.9217,0.596,0.6603,3530.0,8551.0,7970.0,4224.0
48149,334.0,24909.0,950.0077336,26.21978656,0.673,0.7927,0.4476,0.5963,0.2754,0.234,0.5164,0.2741,0.3095,2541.0,7142.0,4987.0,3597.0
48151,0.0,3847.0,898.940707,4.279481361,0.7628,0.8376,0.0923,0.2346,0.8806,0.4877,0.1936,0.2089,0.5008,371.0,930.0,877.0,499.0
48153,69.0,6088.0,992.1420915,6.136217838,0.9389,0.9042,0.6011,0.2572,0.9672,0.5339,0.0939,0.4518,0.8819,974.0,1043.0,1153.0,600.0
48155,0.0,1320.0,704.396239,1.87394527,0.5482,0.7641,0.0,0.4734,0.0,0.0786,0.6367,0.0334,0.412,170.0,300.0,315.0,152.0
48157,5239.0,683756.0,861.8695775,793.3404518,0.9538,0.9242,0.8281,0.1296,0.8233,0.0551,0.1143,0.2273,0.2725,46011.0,87576.0,130047.0,226577.0
48159,171.0,10571.0,284.3912687,37.17062078,0.5756,0.8647,0.1522,0.5833,0.6603,0.0974,0.1598,0.1312,0.5874,631.0,2037.0,2683.0,1938.0
48161,317.0,19585.0,877.7302631,22.31323315,0.7221,0.8676,0.1777,0.9261,0.6613,0.3986,0.9051,0.7829,0.7899,2421.0,4616.0,4752.0,2126.0
48163,233.0,18542.0,1133.500301,16.35817828,0.9873,0.9752,0.1436,0.8927,0.9908,0.7182,0.9739,0.9713,0.9838,4213.0,4252.0,3077.0,907.0
48165,169.0,19485.0,1502.36353,12.96956403,0.837,0.9739,0.0694,0.8281,0.9465,0.263,0.0621,0.3142,0.4718,4322.0,3376.0,2326.0,1295.0
48167,4466.0,314485.0,378.945016,829.896124,0.8233,0.8609,0.9271,0.2076,0.7724,0.5193,0.4877,0.7093,0.5696,24521.0,55542.0,73667.0,69437.0
48169,72.0,6614.0,893.4133252,7.403068449,0.9319,0.9981,0.0,0.6734,0.8246,0.4358,0.994,0.7179,0.6746,1733.0,1289.0,861.0,626.0
48171,353.0,25732.0,1058.211416,24.31650198,0.6278,0.8784,0.5228,0.631,0.8698,0.1261,0.3693,0.4925,0.3782,2134.0,5779.0,5185.0,6229.0
48173,0.0,1253.0,900.217266,1.391886212,0.7835,0.9806,0.0,0.3779,0.6215,0.0029,0.0,0.0156,0.1181,271.0,166.0,209.0,241.0
48175,126.0,7463.0,852.0107375,8.759279281,0.8195,0.6441,0.0732,0.7246,0.7743,0.4877,0.2916,0.4059,0.6568,904.0,1407.0,2086.0,918.0
48177,292.0,20370.0,1066.685875,19.09653111,0.9188,0.965,0.3852,0.8848,0.9895,0.788,0.3805,0.9153,0.9634,3117.0,5893.0,2618.0,1748.0
48179,389.0,23028.0,925.9736277,24.8689588,0.7561,0.8978,0.6084,0.2913,0.7198,0.3626,0.8749,0.6772,0.7561,2932.0,4841.0,4963.0,2058.0
48181,2102.0,124231.0,932.8209833,133.1777503,0.6173,0.8201,0.724,0.4667,0.7851,0.5033,0.5135,0.7498,0.7431,9954.0,26567.0,33742.0,18048.0
